dataset,node_id,cluster_id,is_in_duplicate_cluster,cluster_size,body_type,node_type,article_path,article_title,document_type,language,word_count,content_hash,text
KMT bodies EN,dita_body:bf22294a8283693ed03b,,no,,conbody,dita_conbody,en/KA-01051_EN/ka-01051_if_a_client_has_set_up_a_periodic_payme_513e6179.dita,"If a client has set up a periodic payment and then dies, what happens to the payables? New",concept,en,73,0d9dc5763b0d1df4c7eb52e7efb491d38a4c93fc,"When a date of death is entered in the client's account in ITRDS , all accumulated payables owed to the client will be suspended. You must ensure that only payables owed to the client are released and paid to the client's estate immediately. You must cancel any payable to which the client is not entitled. Refer to Payment Owing After Death (Scenario) and to Payment Owing After Death (Scenario) Periodic Payment—Adjust in CPMS (Action)"
KMT bodies EN,dita_body:403831b1af3f09d2156d,,no,,conbody,dita_conbody,en/KA-01051_EN/ka-01051_is_a_client_who_only_receives_qpp_benef_12258b43.dita,Is a client who only receives QPP benefits enquiring about the CPP PRB ? New,concept,en,202,a576772347dd52067da8fafdb1211b5a75fcd274,"QPP RTR pension recipients aged 60 to 70 who are working or returning to work in Canada outside Quebec and made valid contributions to the CPP may be eligible for a PRB . For more information, Post-Retirement Benefit (Knowledge) Once the Department receives the client's earnings and contributions from Canada Revenue Agency, the CPP PRB for QPP-only clients begins processing. The system-generated letter and response form titled Payment of your Canada Pension Plan Post-Retirement Benefit / Method of payment for your CPP Post-Retirement Benefit (For Quebec Pension Plan Retirement Pension Recipients) (ISP-1019-1/ISP-1019-2) is automatically sent to the client. The client must complete, sign and send back the ISP1019-2 form using the enclosed return envelope. Once the Department receives the completed and signed ISP-1019-2 form, the client's payment destination information is added to their account. Subsequently, the client will receive a PRB Notice of Entitlement and payment for their PRB . Clients may call the Department to inquire about receiving the ISP-1019-1/ISP-1019-2 form and providing their address and direct deposit information. Ongoing monthly PRB payments will be issued separately because QPP-only clients do not receive any other CPP benefits. Therefore, the department requires their direct deposit information or mailing address to process the PRB ."
KMT bodies EN,dita_body:319f17eb8924c70a8c16,,no,,conbody,dita_conbody,en/KA-01051_EN/ka-01051_is_there_a_departmental_cross-program_t_e8080272.dita,"Is there a departmental, cross-program, third-party, or related receivable on the client's account in CPMS ? Updated",concept,en,93,bb15d81d6bfd9d765dbfb423410388753820b6f9,"If yes, and there is recovery activity on the account, do not adjust the payment frequency. If an existing periodic payment is processed and a recovery activity is added to the account, the system will automatically revert the payment frequency to monthly on the next monthly pay run. CPMS will consider the recovery start date, not the date when you created the recovery. Therefore, all outstanding payables (supplementary and monthly) that have been accumulated and are marked as ""Pending – In process to be paid” will be released to the client. Departmental Receivables (Overpayments) (Scenario)"
KMT bodies EN,dita_body:b8dc6b7a02e6a3226195,,no,,conbody,dita_conbody,en/KA-01051_EN/ka-01051_is_there_a_family_orders_enforcement_on_73143c98.dita,Is there a Family Orders Enforcement on the client's account? Updated,concept,en,83,44f689d3ca79d51201395eaa43157a7a8d4d1aa4,"If yes, do not adjust the payment frequency. If an existing periodic payment is processed and the account is flagged by the Department of Justice (DOJ), the system will automatically revert the payment frequency to monthly on the next monthly pay run. CPMS considers the DOJ withhold start date. Therefore, all outstanding payables (monthly and supplementary) that have been accumulated and are marked ""Pending – In process to be paid” in CPMS will be released to the client. For more information, Family Orders Enforcement (Knowledge)"
KMT bodies EN,dita_body:d44a70824b001fa9011e,body_en_cluster_00183,yes,2,conbody,dita_conbody,en/KA-01051_EN/ka-01051_review_the_clients_account_updated.dita,Review the client's account Updated,concept,en,88,ceb2f483a6a3eda48945e165db3a0f1031de4581,"Look for outstanding work items in Pensions Workload System Guide External link that can affect your actions or decisions. Pensions Workload System Guide Access the Client Profile screen in ITRDS . Ensure you are in the correct client’s account by verifying the Social Insurance Number , Date of Birth and Address . (KA-01649 Snippet 2.0 content. Do not modify or delete.) Review the client's notes for any information that may be important. Refer to ITRDS Notes—Review, Add and Delete (Action) . (KA-01652 Snippet 5.0 content. Do not modify or delete.)"
KMT bodies EN,dita_body:2e1fb41c1c65319f9fbe,,no,,conbody,dita_conbody,en/KA-01051_EN/ka-01051_summary.dita,Summary,concept,en,22,57d1fdfb39eb93ea4935b4226bca2ee6f6bb8b1d,"Periodic payments offer flexibility and are tailored to the client's needs, allowing payments to be made at varying intervals throughout the year."
KMT bodies EN,dita_body:cd9ba018bbca25c79b90,,no,,conbody,dita_conbody,en/KA-01051_EN/ka-01051_third_party_contact_payee_new.dita,Third party contact payee New,concept,en,106,2491a71803efab2f8a682487d2e20ce012c733c5,"When the client's payments are made to a trustee (individual or agency), you must adjust the periodic payment request in the trustee payee's account. Payments made through Bulk Pay/Public Trustee must be scheduled on a monthly basis for the client. Therefore, clients with a Bulk Pay/Public Trustee payee cannot receive periodic payments. If the client has a payment frequency other than monthly and a Bulk Pay/Trustee is added to the account, the system automatically changes the payment frequency to monthly. However, if you remove the Bulk Pay/Trustee, you must also manually adjust the periodic payment to the frequency the client had requested."
KMT bodies EN,dita_body:37edd9fd31e6efbac46c,body_en_cluster_00005,yes,125,conbody,dita_conbody,en/KA-01051_EN/ka-01051_update_the_systems_updated.dita,Update the systems Updated,concept,en,75,09da25e363cab31f941ac1ed02c80b8e1aa9c824,"Update the client's notes in ITRDS to record details of your actions or decisions made on the account. Refer to ITRDS Notes—Review, Add and Delete (Action) . (KA-01651 Snippet 4.0 content. Do not modify or delete.) Place a copy of the letter in the client's file. Update the work item in PWS , if applicable. For more details, refer to Pensions Workload System Guide Internal link . (KA-02284 Snippet 16.0 content. Do not modify or delete.)"
KMT bodies EN,dita_body:eb73fe2dba184853d509,,no,,taskbody,dita_taskbody,en/KA-01051_EN/ka-01051_view_payment_frequency_new.dita,View payment frequency New,task,en,27,38184003b294d889cbf26a890e6bd21fc579d117,"Click CPMS from the institutional header. The CPMS Account Overview screen opens. Select Payments from the navigation bar, then click Payment Frequency . The Payment Frequency screen opens."
KMT bodies EN,dita_body:64fdbf307d93517b817b,,no,,conbody,dita_conbody,en/KA-01051_EN/ka-01051_what_you_need_to_know.dita,What you need to know,concept,en,226,9af3c66271b775d25c874cf617354459f8abb7bc,"For clients entitled to benefits, the standard payment frequency is monthly. For clients entitled to a supplementary payable, the standard payment frequency is weekly. In some cases, clients pay significant bank charges when negotiating their benefit payments with a financial institution. To minimize such expenses, the Department can combine their monthly benefit payments into one larger periodic payment by adjusting the frequency of a client's payment to a non-standard payment frequency. Non-standard payment frequencies can be adjusted to: bi-monthly; quarterly; semi-annually; or annually. Do not offer periodic payments to clients unless their monthly amount falls below the $2.00 threshold. In those cases, you may provide the periodic payment option to the client. Adjust the frequency of payments to bi-monthly, quarterly, semi-annually, or annually based on a request by the client or their authorized legal representative. Once a client has a non-standard payment frequency, it will apply to all payments - even supplementary payables, which are usually issued on a weekly payment frequency. Benefits must be paid at least once a year, and a payment must be issued in the December accounting month to ensure the T4 information is correct. Payments due in a calendar year must be paid during that calendar year. Do not accept payment frequency periods greater than one year. All required non-resident tax and OAS recovery tax withholds must be made from periodic payments."
KMT bodies EN,dita_body:87d5371eaba631147034,,no,,refbody,dita_refbody,en/KA-01053_EN/ka-01053_glossary.dita,Glossary,reference,en,9,eebb32b89bc61f70d06a6e6aa30d590928664600,Bulk Pay / Public Trustee Trustee Trustee - Accounting Trustee - Non Accounting Trustee - Supporting
