sentence,frameCount,frames,frameIds,occurrenceCount,sourceDocumentCount,sourceDocuments
"As of February 4, 2022, when clients contact the call centre and their claim is under review by Integrity, the officer can transfer them to a specialized team, which consists of call centre officers who have been trained to identify clients according to Integrity guidance.",40,Aggregate; Appellations; Attention_getting; Calendric_unit; Categorization; Cause_motion; Change_tool; Claim_ownership; Commerce_buy; Communication; Communication_means; Compatibility; Contacting; Deserving; Education_teaching; Giving_birth; Have_associated; Inclusion; Indicating; Ingest_substance; Ingestion; Labeling; Leadership; Medical_intervention; Name_conferral; Non-gradable_proximity; People_by_vocation; Possession; Predicting; Proportional_quantity; Referring_by_name; Request; Sex; Simple_naming; Spatial_contact; Statement; Team; Transfer; Verification; Visiting,103; 2390; 305; 229; 21; 55; 1173; 550; 171; 6; 242; 360; 286; 541; 111; 281; 1933; 1153; 2090; 386; 263; 1250; 73; 2741; 221; 2880; 1071; 118; 425; 1923; 1253; 41; 2913; 1261; 2890; 43; 2828; 178; 1230; 1911,1,1,procedure/generic/wl_mgmt_proc.json
Availability during training The officer holds the record in abeyance in ADMS when a request for reconsideration meets the following condition: The issue of the request for reconsideration is availability because the client is attending training.,40,Appellations; Assemble; Attending; Attention; Attention_getting; Come_together; Commerce_buy; Compliance; Containing; Cotheme; Creating; Defending; Detaining; Education_teaching; Emanating; Grasp; Inhibit_movement; Leadership; Locative_relation; Make_acquaintance; Manipulation; Medical_conditions; Meet_specifications; Meet_with_response; Opinion; People_by_vocation; Perception_active; Point_of_dispute; Recording; Records; Relative_time; Request; Reserving; Response; State_of_entity; Supply; Temporal_collocation; Terms_of_agreement; Text; Time_vector,2390; 2237; 2030; 791; 305; 730; 171; 117; 397; 56; 319; 1330; 313; 111; 361; 979; 245; 73; 199; 1085; 17; 239; 2235; 2232; 1412; 1071; 66; 1608; 1615; 2680; 81; 41; 2679; 1302; 1600; 1346; 1895; 1531; 298; 379,1,1,procedure/generic/wl_mgmt_rfr.json
"Based on the information above, the employer or the representative accumulated 650 hours of insurable employment for the claim under review and would probably not be able to meet the increased entrance requirements of 1 103 hours of insurable employment required to qualify on a future claim if a very serious violation was imposed.",40,Alternatives; Amassing; Appellations; Arriving; Assemble; Being_employed; Being_necessary; Biological_mechanisms; Calendric_unit; Capability; Cause_change_of_position_on_a_scale; Change_position_on_a_scale; Claim_ownership; Come_together; Compliance; Degree; Directional_locative_relation; Employing; Have_as_requirement; Importance; Imposing_obligation; Information; Leadership; Likelihood; Locative_relation; Make_acquaintance; Measure_duration; Meet_specifications; Meet_with_response; Needing; Negation; Non-gradable_proximity; Predicting; Proportional_quantity; Representative; Response; Statement; Temporal_collocation; Unemployment_rate; Using,1931; 1482; 2390; 54; 2237; 282; 1157; 2750; 229; 990; 96; 91; 550; 730; 117; 2001; 2912; 323; 1491; 407; 1494; 1591; 73; 114; 199; 1085; 224; 2235; 2232; 1375; 2860; 2880; 425; 1923; 2678; 1302; 43; 1895; 1606; 1141,1,1,procedure/task/adjudicating_em_violation.json
CCB provide income support to eligible clients who are absent from work to provide care or support to a family member (patient) with a serious medical condition that poses a significant risk of death within 26 weeks.,40,Aggregate; Being_at_risk; Being_employed; Being_operational; Biological_classification; Body_parts; Calendric_unit; Commerce_buy; Daring; Death; Degree; Desiring; Dimension; Earnings_and_losses; Evidence; Funding; Importance; Interior_profile_relation; Kinship; Labor_product; Locale_by_use; Measure_duration; Medical_conditions; Medical_interaction_scenario; Membership; Posing_as; Rashness; Risky_situation; Run_risk; State_of_entity; Supply; Supporting; Taking_sides; Temporal_collocation; Temporary_leave; Terms_of_agreement; Usefulness; Within_distance; Work; Working_a_post,103; 1560; 282; 1200; 2701; 119; 229; 171; 374; 53; 2001; 366; 108; 1873; 25; 2982; 407; 1178; 104; 2164; 196; 224; 239; 2708; 1026; 1670; 1581; 1762; 378; 1600; 1346; 2000; 1306; 1895; 2709; 1531; 726; 1461; 1892; 2603,1,1,procedure/generic/knowledge.json
"Clients must decide how to share benefits, but they can make a change at any time before the benefits are paid in full.",40,Abounding_with; Arriving; Biological_urge; Building; Capital_stock; Causation; Cause_change; Change_tool; Commerce_buy; Commonality; Communication; Completeness; Conferring_benefit; Cooking_creation; Creating; Deciding; Earnings_and_losses; Event_instance; Eventive_cognizer_affecting; Exchange; Exchange_currency; Feeling; Fullness; Imprisonment; Intentionally_create; Location_in_time; Manufacturing; Means; Measure_duration; Quantified_mass; Replacing; Self_motion; Sharing; Social_event; Stimulus_focus; Temporal_pattern; Time_vector; Timespan; Type; Undergo_change,262; 54; 394; 259; 2682; 5; 683; 1173; 171; 2669; 6; 1534; 2721; 268; 319; 363; 1873; 2140; 98; 1170; 1184; 396; 244; 1111; 280; 2141; 408; 1790; 224; 189; 1121; 64; 2810; 125; 364; 1040; 379; 2142; 128; 1172,1,1,procedure/task/determine_client_fcb_pppa.json
"Determine if the conditions to adjudicate the RFS issue at Level 1 according to the National Policy on Levels of Decision are met by referring to the appropriate activity ( Dismissal , Labour dispute , Leave of absence , Voluntary leaving ):",40,Abandonment; Being_obligatory; Building_subparts; Causation; Coming_to_believe; Compatibility; Contingency; Control; Creating; Deciding; Deny_or_grant_permission; Departing; Destroying; Dimension; Emanating; Firing; Forming_relationships; Giving; Gizmo; Intentionally_act; Law; Legal_rulings; Medical_conditions; Origin; Part_ordered_segments; Path_shape; People_by_jurisdiction; Point_of_dispute; Political_locales; Presence; Quantity; Quarreling; Quitting; Rank; State_of_entity; Suitability; Supply; Temporary_leave; Terms_of_agreement; Text,2031; 1164; 188; 5; 23; 360; 900; 1799; 319; 363; 520; 57; 417; 108; 361; 326; 723; 139; 106; 198; 950; 2076; 239; 1103; 331; 61; 1023; 1608; 195; 1922; 2604; 710; 325; 1377; 1600; 368; 1346; 2709; 1531; 298,1,1,procedure/task/adj_rfs_review_k_other.json
Determine if the maternity window end date is the last week the client should be paid maternity benefits for this birth (i.e. the client can collect the remaining maternity entitlement for this birth during the maternity window indicated):,40,Architectural_part; Calendric_unit; Cause_to_end; Coming_to_believe; Commerce_buy; Commerce_collect; Communication; Condition_symptom_relation; Conferring_benefit; Connecting_architecture; Contingency; Control; Death; Deciding; Desirable_event; Duration_relation; Evidence; Existence; Food; Gathering_up; Giving_birth; Indicating; Left_to_do; Location_in_time; Measure_duration; Medical_intervention; Ordinal_numbers; Origin; Personal_relationship; Process_end; Relative_time; Remainder; Sign; Social_event; Social_event_collective; State_continue; Temporal_collocation; Temporal_subregion; Time_period_of_action; Vehicle_subpart,971; 229; 1149; 23; 171; 210; 6; 2718; 2721; 1025; 900; 1799; 53; 363; 1383; 2121; 25; 660; 277; 260; 281; 2090; 1041; 2141; 224; 2741; 1147; 1103; 102; 232; 81; 1030; 428; 125; 2281; 1155; 1895; 1470; 2290; 2426,1,1,procedure/generic/rcr_screen_messages.json
Determine the amount to allocate using the following formula when the last week worked is not a full week: Example of allocation when the last week worked is not a FWW LDW: w/c 1678 NWE: $700 ELWW: $300 Total amount of settlement payment: $2 500 The ELWW ($300) are topped up with $400 from the settlement payment.,40,Abounding_with; Adding_up; Amounting_to; Being_employed; Being_in_category; Being_operational; Biological_urge; Calendric_unit; Colonization; Coming_to_believe; Commerce_pay; Completeness; Compliance; Contingency; Control; Cotheme; Deciding; Duration_relation; Feeling; Fullness; Grasp; Ingest_substance; Instance; Locale_by_use; Mathematical_relationship; Measure_duration; Negation; Ordinal_numbers; Quantified_mass; Quantity; Relative_time; Render_nonfunctional; Stimulus_focus; Time_vector; Treating_and_mistreating; Usefulness; Using; Using_resource; Work; Working_a_post,262; 621; 602; 282; 1820; 1200; 394; 229; 1794; 23; 180; 1534; 117; 900; 1799; 56; 363; 2121; 396; 244; 979; 386; 132; 196; 2719; 224; 2860; 1147; 189; 2604; 81; 416; 364; 379; 2770; 726; 1141; 2480; 1892; 2603,1,1,procedure/task/allocating_settlement_repartir_reglement.json
"Exception: If the recalculation result is NCA - No changes to the claim and the only change was a SUB plan being added or removed from the ROE, the agent ensures that the Supplemental Unemployment Benefits field and the Waiting Period Waiver field are updated on the Determination of Earnings screen in SSA to reflect the change.",40,Active_substance; Being_employed; Causation; Cause_change; Cause_change_of_position_on_a_scale; Cause_to_be_included; Change_tool; Claim_ownership; Cogitation; Commutative_process; Condition_symptom_relation; Conferring_benefit; Degree; Earnings_and_losses; Eclipse; Exchange; Exchange_currency; Expectation; Fields; Frequency; Holding_off_on; Intentionally_act; Locale_by_event; Locale_by_use; Making_arrangements; Medical_intervention; People_by_vocation; Predicting; Project; Purpose; Removing; Replacing; Resolve_problem; Social_event; Sole_instance; Statement; Undergo_change; Undressing; Unemployment_rate; Waiting,1322; 282; 5; 683; 96; 2230; 1173; 550; 22; 2243; 2718; 2721; 2001; 1873; 652; 1170; 1184; 26; 1345; 80; 1576; 198; 1921; 196; 2839; 2741; 1071; 425; 1158; 513; 63; 1121; 1523; 125; 355; 43; 1172; 1210; 1606; 1561,1,1,procedure/task/calc_waiving_wp_bpc.json
"For CR WIs deleted in error by a utility on September 24, 2020 and appearing on the General Details tab in NWS as Work item not required : If a registration number is required but is not outstanding, in FTS, obtain a registration number and select Create Work Item .",40,Amounting_to; Appellations; Arriving; Be_subset_of; Becoming_visible; Being_employed; Being_necessary; Being_operational; Calendric_unit; Cardinal_numbers; Cause_to_start; Choosing; Circumscribed_existence; Coming_to_be; Creating; Desirability; Dimension; Entity; Erasing; Expertise; Getting; Give_impression; Have_as_requirement; Imposing_obligation; Information; Intentionally_create; Labor_product; Leadership; Locale_by_use; Needing; Negation; Performers_and_roles; Publishing; Quantified_mass; Quantity; Statement; Temporary_group; Usefulness; Work; Working_a_post,602; 2390; 54; 1818; 2582; 282; 1157; 1200; 229; 218; 381; 352; 2612; 316; 319; 354; 108; 251; 2481; 136; 179; 67; 1491; 1494; 1591; 280; 2164; 73; 196; 1375; 2860; 413; 2616; 189; 2604; 43; 2588; 726; 1892; 2603,1,1,procedure/generic/wl_mgmt_proc.json
"Ideally, when faced with the type of situation where a gravely ill family member requires care or support, family members will discuss the situation and come to a consensus regarding who will provide the care and support, as well as the number of weeks each individual will provide the care or support.",40,Aggregate; Amounting_to; Arriving; Be_subset_of; Biological_classification; Body_parts; Calendric_unit; Cardinal_numbers; Categorization; Confronting_problem; Desirability; Desiring; Discussion; Documents; Entity; Evidence; Funding; Giving; Have_as_requirement; Imposing_obligation; Kinship; Locative_relation; Measure_duration; Medical_conditions; Membership; Motion; Needing; People; Quantified_mass; Quantity; Regard; Spatial_co-location; Speak_on_topic; Supply; Supporting; Taking_sides; Text_creation; Topic; Transition_to_a_situation; Type,103; 602; 54; 1818; 2701; 119; 229; 218; 21; 2054; 354; 366; 34; 560; 251; 25; 2982; 139; 1491; 1494; 104; 199; 224; 239; 1026; 7; 1375; 304; 189; 2604; 1400; 2905; 523; 1346; 2000; 1306; 278; 373; 2980; 128,1,1,procedure/task/deter_weeks_ccb.json
"If an AI WI has been created at the call centre for this issue, the steps to determine if the ROE has been issued with the wrong SIN will already have been completed.",40,Activity_finish; Cause_to_start; Claim_ownership; Coming_to_believe; Communication_means; Connecting_architecture; Contacting; Contingency; Control; Correctness; Creating; Deciding; Deserving; Desiring; Documents; Emanating; Giving; Giving_birth; Have_associated; Inclusion; Ingest_substance; Ingestion; Intentionally_act; Intentionally_create; Labeling; Legality; Misdeed; Morality_evaluation; Name_conferral; Point_of_dispute; Possession; Referring_by_name; Request; Self_motion; Sex; Simple_naming; Supply; Text; Time_vector; Visiting,165; 381; 550; 23; 242; 1025; 286; 900; 1799; 1512; 319; 363; 541; 366; 560; 361; 139; 281; 1933; 1153; 386; 263; 198; 280; 1250; 501; 1100; 370; 221; 1608; 118; 1253; 41; 64; 2913; 1261; 1346; 298; 379; 1911,1,1,procedure/task/determining_roe_wrong_sin.json
"If claimant’s reports for the period involved have not yet been processed, the officer examines the file to verify that the work and earnings were correctly reported.",40,Appellations; Attention_getting; Being_employed; Being_operational; Court_examination; Degree; Degree_of_processing; Dimension; Earnings_and_losses; Evidence; Examination; Frequency; Giving_birth; Grooming; Have_associated; Inclusion; Ingest_substance; Ingestion; Inspecting; Labor_product; Leadership; Locale_by_use; Negation; Participation; People_by_vocation; Placing; Possession; Processing_materials; Removing; Reporting; Self_motion; Sex; Statement; Submitting_documents; Text; Time_vector; Usefulness; Verification; Work; Working_a_post,2390; 305; 282; 1200; 507; 2001; 1159; 108; 1873; 25; 107; 80; 281; 159; 1933; 1153; 386; 263; 1262; 2164; 73; 196; 2860; 1144; 1071; 62; 118; 620; 63; 483; 64; 2913; 43; 1521; 298; 379; 726; 1230; 1892; 2603,1,1,procedure/task/determining_ent_info_session.json
"If completed, but changes have been made and not initialled, review Block 15C: Pay period details prior to making decisions on how to correct block 15B .",40,Activity_finish; Arriving; Building; Causation; Cause_change; Change_tool; Commerce_pay; Cooking_creation; Correctness; Creating; Deciding; Earnings_and_losses; Eclipse; Exchange; Exchange_currency; Frequency; Giving_birth; Have_associated; Hiding_objects; Hindering; Inclusion; Information; Ingest_substance; Ingestion; Intentionally_create; Manufacturing; Means; Measure_linear_extent; Negation; Possession; Relative_time; Replacing; Resolve_problem; Self_motion; Sex; Statement; Suitability; Temporary_group; Time_vector; Undergo_change,165; 54; 259; 5; 683; 1173; 180; 268; 1512; 319; 363; 1873; 652; 1170; 1184; 80; 281; 1933; 1673; 480; 1153; 1591; 386; 263; 280; 408; 1790; 154; 2860; 118; 81; 1121; 1523; 64; 2913; 43; 368; 2588; 379; 1172,2,2,procedure/task/entering_data_paper_roe_laser_roe.json; procedure/task/paperroe_regular.json
"If the client calls within 5 weeks of initially attempting to complete the electronic claimant’s report (week in which the claimant’s report was initially completed + 5), the officer follows the appropriate procedure to adjudicate the issue and re-enter the claimant’s report, if necessary.",40,Activity_finish; Appellations; Attempt; Attention_getting; Being_necessary; Calendric_unit; Claim_ownership; Commerce_buy; Communication_means; Completeness; Compliance; Contacting; Cotheme; Creating; Deserving; Emanating; Grasp; Interior_profile_relation; Labeling; Leadership; Legal_rulings; Means; Measure_duration; Medical_intervention; Name_conferral; People_by_vocation; Point_of_dispute; Process_completed_state; Referring_by_name; Relative_time; Reporting; Request; Simple_naming; Statement; Suitability; Supply; Temporal_collocation; Text; Visiting; Within_distance,165; 2390; 116; 305; 1157; 229; 550; 171; 242; 1534; 117; 286; 56; 319; 541; 361; 979; 1178; 1250; 73; 2076; 1790; 224; 2741; 221; 1071; 1608; 234; 1253; 81; 483; 41; 1261; 43; 368; 1346; 1895; 298; 1911; 1461,1,1,procedure/task/pending_cr.json
