sentence,status,confidence,canonicalFrameCount,canonicalFrames,structuredKnowledge,rulesApplied,reviewCandidates,explicitlySuppressedFrames,rawFrameCount,rawFrames,occurrenceCount,sourceDocumentCount,sourceDocuments
"Summary: A client who delays filing a claim for benefits beyond the week of the interruption of earnings (I of E) + 4 calendar weeks, but who wants the claim to begin at an earlier date, must request an antedate to that earlier date.",canonical_frame,high,2,Imposing_obligation; Request,administrative_file_reference,administrative_file_not_grooming_or_placement; explicit_procedural_duty; fallback_Request,Submitting_documents,Grooming; Placing,29,Activity_start; Calendric_unit; Change_event_time; Claim_ownership; Commerce_buy; Conferring_benefit; Degree; Desiring; Earnings_and_losses; Food; Grooming; Interrupt_process; Location_in_time; Locative_relation; Measure_duration; Origin; Personal_relationship; Placing; Possession; Predicting; Process_start; Removing; Request; Self_motion; Social_event; Social_event_collective; Statement; Submitting_documents; Temporal_subregion,1,1,procedure/activity/antedate.json
"Summary: During the assessment of a claim or while actioning a client request, the officer may need to determine if it is appropriate to withdraw an EI application, or to terminate or cancel a benefit period (BP).",canonical_frame,high,4,Activity_stop; Assessing; Deny_or_grant_permission; Request,,determine_numeric_or_eligibility_assessment; stop_procedure_or_entitlement; fallback_Request; fallback_Deny_or_grant_permission,Deciding; Have_as_requirement,Coming_to_believe; Contingency; Control; Killing,29,Activity_stop; Appellations; Assessing; Attention_getting; Claim_ownership; Coming_to_believe; Commerce_buy; Conferring_benefit; Contingency; Control; Deciding; Examination; Firing; Frequency; Have_as_requirement; Killing; Leadership; Needing; People_by_vocation; Predicting; Removing; Request; Required_event; Social_event; Statement; Suitability; Temporal_collocation; Using; Withdraw_from_participation,1,1,procedure/activity/cancel_term_void_withd_claim.json
Summary: ROE Issue (ROE) Correction WIs are created on initial claims during the ACP wait process when ROEs have errors that prevent calculation.,needs_review,low,0,,,,Cause_to_start,,29,Cause_to_start; Claim_ownership; Creating; Degree; Emanating; Expectation; Giving_birth; Have_associated; Holding_off_on; Inclusion; Ingest_substance; Ingestion; Intentionally_create; Means; Medical_intervention; Point_of_dispute; Possession; Predicting; Preventing_or_letting; Process; Processing_materials; Sex; Statement; Supply; Temporal_collocation; Text; Thwarting; Version_sequence; Waiting,1,1,procedure/task/completing_roe_correction_regular.json
"Summary: The IPOC officer uses the Pay History Modification (PHM1) transaction to create, modify or delete the pay history summary (PHS) of terminated claims.",canonical_frame,high,1,Cause_change,,agent_causes_administrative_change,Activity_stop; Cause_to_start,,29,Activity_stop; Alternatives; Appellations; Attention_getting; Cause_change; Cause_to_start; Claim_ownership; Commerce_pay; Commercial_transaction; Creating; Erasing; Fields; Firing; History; Individual_history; Ingest_substance; Intentionally_create; Killing; Leadership; Out_of_existence; People_by_vocation; Predicting; Purpose; Statement; Text; Tool_purpose; Treating_and_mistreating; Using; Using_resource,1,1,procedure/generic/pay_history_summary_mod.json
"Summary: When a client provides additional information regarding workers’ compensation benefits, preventative withdrawal payments or monies on separation received, the agent must determine if the original benefit period (BP) extension needs to be modified.",canonical_frame,high,4,Coming_to_believe; Giving; Imposing_obligation; Receiving,,determine_from_evidence; explicit_procedural_duty; fallback_Receiving; fallback_Giving,Cause_change; Have_as_requirement,Contingency; Control; Deciding,29,Active_substance; Categorization; Cause_change; Coming_to_believe; Commerce_buy; Commerce_pay; Conferring_benefit; Contingency; Control; Deciding; Employing; Expansion; Forming_relationships; Frequency; Have_as_requirement; Increment; Information; Intentionally_act; Linguistic_meaning; Needing; People_by_vocation; Receiving; Regard; Removing; Required_event; Social_event; Supply; Topic; Withdraw_from_participation,1,1,procedure/task/modifying_bpedea_rcc.json
"Summary: When a client reports a change to the existing disentitlement for being out of Canada, the start and end dates may need to be modified, or the disentitlement may need to be rescinded because the client stayed in Canada.",canonical_frame,medium,2,Deny_or_grant_permission; Rewards_and_punishments,,fallback_Rewards_and_punishments; fallback_Deny_or_grant_permission,Cause_change; Have_as_requirement; Replacing; Reporting,,29,Activity_start; Catching_fire; Cause_change; Cause_to_end; Change_tool; Commerce_buy; Death; Exchange; Exchange_currency; Existence; Expected_location_of_person; Food; Have_as_requirement; Location_in_time; Locative_relation; Needing; Origin; Personal_relationship; Process_end; Process_start; Replacing; Reporting; Required_event; Sleep; Social_event_collective; Statement; Temporal_subregion; Text; Undergo_change,1,1,procedure/task/mod-annuler-inadm-hc-curam-mod-rescind-disentitle-oc-curam.json
"Summary: When a penalty is being imposed against the client for making a misrepresentation on an active or terminated (non-blocked) claim, all decisions related to the misrepresentation must be input and the client must be notified.",canonical_frame,high,3,Activity_stop; Imposing_obligation; Rewards_and_punishments,,explicit_procedural_duty; stop_procedure_or_entitlement; fallback_Rewards_and_punishments,Cause_change; Deciding,Killing,29,Active_substance; Activity_stop; Arriving; Being_active; Building; Causation; Cause_change; Claim_ownership; Cognitive_connection; Commerce_buy; Condition_symptom_relation; Cooking_creation; Creating; Deciding; Earnings_and_losses; Firing; Intentionally_create; Killing; Manufacturing; Predicting; Prevarication; Quantified_mass; Relating_concepts; Rewards_and_punishments; Self_motion; Spatial_contact; Statement; Taking_sides; Telling,1,1,procedure/task/iam_cp_anbc.json
"Summary: When a warning letter is being issued to the client for making a misrepresentation on a blocked claim with updateable status, all decisions related to the misrepresentation must be input and the client must be notified.",canonical_frame,high,2,Imposing_obligation; Rewards_and_punishments,,explicit_procedural_duty; fallback_Rewards_and_punishments,Cause_change; Deciding,,29,Arriving; Building; Causation; Cause_change; Claim_ownership; Cognitive_connection; Commerce_buy; Condition_symptom_relation; Cooking_creation; Creating; Deciding; Earnings_and_losses; Eclipse; Emanating; Having_or_lacking_access; Hiding_objects; Hindering; Intentionally_create; Manufacturing; Predicting; Prevarication; Quantified_mass; Relating_concepts; Self_motion; Statement; Supply; Telling; Text; Warning,1,1,procedure/task/iam_boa_bcs_cwl.json
"Summary: When agents cannot change a BPC using the M106 transaction to antedate or postdate the BPC, they submit an Operational Centre Memo (MM06) including the information regarding the calculation (M106) and the additional decisions regarding the new BPC.",needs_review,low,0,,,,Cause_change; Deciding; Replacing; Submitting_documents,,29,Active_substance; Age; Being_in_operation; Being_operational; Categorization; Cause_change; Cause_to_be_included; Change_tool; Commercial_transaction; Condition_symptom_relation; Deciding; Exchange; Exchange_currency; Familiarity; Giving_in; Inclusion; Increment; Information; Ingest_substance; Intentionally_act; People_by_vocation; Regard; Replacing; Submitting_documents; Topic; Treating_and_mistreating; Undergo_change; Using; Using_resource,1,1,procedure/generic/mm06_bpc_change_antedate_transaction.json
"Summary: When clients declare that they have returned home after a period of absence within Canada, a declaration from them is sufficient to terminate the disentitlement.",canonical_frame,high,3,Activity_stop; Reporting; Rewards_and_punishments,,stop_procedure_or_entitlement; fallback_Rewards_and_punishments; fallback_Reporting,,Killing,29,Activity_stop; Arriving; Being_up_to_it; Buildings; Commerce_buy; Degree; Expected_location_of_person; Firing; Foreign_or_domestic_country; Frequency; Giving_birth; Have_associated; Inclusion; Ingest_substance; Ingestion; Interior_profile_relation; Killing; Possession; Presence; Relative_time; Resurrection; Sex; Spatial_co-location; Statement; Sufficiency; Temporal_collocation; Temporary_leave; Time_vector; Within_distance,1,1,procedure/task/availability_client_return.json
"Summary: When processing officers cannot amend an overpayment (OP) infraction code (e.g. misrepresentation to non-misrepresentation or vice versa) on an active or non-blocked claim (with a BPC within the current w/c minus 150) online, they complete an Operational Centre Memo (MM06) requesting that an IPOC officer process the amendment in purge and recreate (P/R).",canonical_frame,medium,2,Activity_finish; Request,,fallback_Request; fallback_Activity_finish,,,29,Active_substance; Activity_finish; Appellations; Attention_getting; Being_active; Being_in_operation; Being_operational; Claim_ownership; Completeness; Degree; Electricity; Emptying; Interior_profile_relation; Law; Leadership; Means; Non-commutative_statement; People_by_vocation; Predicting; Prevarication; Process; Process_completed_state; Processing_materials; Removing; Request; Statement; Temporal_collocation; Using; Within_distance,1,1,procedure/task/changing_overpayment_infractioncode.json
"Summary: When the client provides an actual date of birth (DOB) on an established claim, the officer reviews the claim to determine if changes are necessary.",canonical_frame,high,5,Cause_change; Cause_to_start; Deciding; Scrutiny; Submitting_documents,,administrative_document_submission; determine_administrative_decision; agent_causes_administrative_change; fallback_Scrutiny; fallback_Cause_to_start,,Change_tool; Coming_to_believe; Contingency; Control; Exchange; Exchange_currency; Replacing,29,Actually_occurring_entity; Appellations; Artificiality; Attention_getting; Being_necessary; Cause_change; Change_tool; Claim_ownership; Coming_to_believe; Commerce_buy; Contingency; Control; Deciding; Exchange; Exchange_currency; Food; Giving_birth; Intentionally_create; Leadership; Location_in_time; Origin; People_by_vocation; Personal_relationship; Predicting; Replacing; Social_event_collective; Statement; Supply; Undergo_change,1,1,procedure/task/actual_dob_ec.json
"Summary: When the Work-Sharing (WS) project data, such as the normal weekly hours (NWH) or the start of the WS agreement, must be modified using the Project Data — Worksharing (M171) transaction, the agent has to sometimes submit an Operational Centre Memo (MM06) to purge and recreate (P/R) for IPOC.",canonical_frame,high,2,Be_in_agreement_on_action; Imposing_obligation,,explicit_procedural_duty; existing_agreement_state,Cause_change; Submitting_documents,Make_agreement_on_action,29,Active_substance; Activity_start; Be_in_agreement_on_action; Be_in_agreement_on_assessment; Being_in_operation; Being_operational; Calendric_unit; Catching_fire; Cause_change; Commercial_transaction; Documents; Emptying; Frequency; Giving_in; Information; Ingest_substance; Intentionally_act; Make_agreement_on_action; Measure_duration; People_by_vocation; Process_start; Project; Removing; Submitting_documents; Temporal_subregion; Treating_and_mistreating; Typicality; Using; Using_resource,1,1,procedure/generic/mm06_ws_tp_change_mod.json
"Summary:A client who delays filing a claim for benefits beyond the week of the interruption of earnings (I of E) + 4 calendar weeks, but who wants the claim to begin at an earlier date, must request an antedate to that earlier date.",canonical_frame,high,2,Imposing_obligation; Request,administrative_file_reference,administrative_file_not_grooming_or_placement; explicit_procedural_duty; fallback_Request,Submitting_documents,Grooming; Placing,29,Activity_start; Calendric_unit; Change_event_time; Claim_ownership; Commerce_buy; Conferring_benefit; Degree; Desiring; Earnings_and_losses; Food; Grooming; Interrupt_process; Location_in_time; Locative_relation; Measure_duration; Origin; Personal_relationship; Placing; Possession; Predicting; Process_start; Removing; Request; Self_motion; Social_event; Social_event_collective; Statement; Submitting_documents; Temporal_subregion,1,1,procedure/activity/antedate.json
