dataset,node_id,source_file,body_type,is_in_duplicate_pair,is_in_duplicate_or_included_pair,text_preview
KMT bodies EN,dita_body:705bcb996f4fbae14093,en/KA-03369_EN/ka-03369_situations_in_which_a_pensioner_or_bene_2ba7487f.dita,conbody,yes,yes,"The following are situations in which the requirement for an application cannot be waived by the Department: The pensioner or beneficiary is absent from Canada for more than 6 months (not including the month of departure), and it is established that the absence is due to a permanent change in residence. The Department chooses not to waive the annual requirement for an application for a reason related to eligibility and entitlement. The pensioner or beneficiary no longer ha s a lifetime renewal d"
KMT bodies EN,dita_body:9bd639373f205269b99b,en/KA-04659_EN/ka-04659_eligibility.dita,conbody,no,no,Individuals are eligible for the one-time payment if they are in receipt of the OAS pension or an income-tested benefit in June 2020. An application is not required to receive the payment. OAS pension recipients will receive $300. This includes non-resident and partial pension recipients. Guaranteed Income Supplement (GIS) recipients will receive an additional $200 (for a total payment of $500). Allowance and Allowance for the Survivor recipients will receive $500. A separate payment will be mad
KMT bodies EN,dita_body:8f83089d5605ef34fcbe,en/KA-04472_EN/ka-04472_principles_of_adjudication.dita,conbody,no,no,"The principles of adjudication are guided by administrative law. The Medical Adjudicator must apply all pertinent legislative requirements and policy guidelines without exception ensuring: each applicant is treated fairly; and the decision-making process is reliable, transparent and uniform."
KMT bodies EN,dita_body:5e7f3e24a3b7d0c7f2ec,en/KA-03373_EN/ka-03373_policy.dita,conbody,no,yes,"Since January 1, 1987, legal spouses or common-law partners can apply to share or assign, by means of a set formula, a portion of their CPP RTR pension with their legal spouse or common-law partner. This arrangement is usually referred to as Pension Sharing (PNSH), though the old term ""assignment” is also sometimes used. CPP PNSH for RTR pension payments between spouses or common-law partners equalizes payments when one person may have had CPP pensionable earnings and contributions that were hig"
KMT bodies EN,dita_body:a6274a2e498e5bde4b96,en/KA-02368_EN/ka-02368_did_the_debtor_claim_dire_need_after_an_01df40fc.dita,conbody,no,no,"If yes , contact your regional Business Expertise for guidance or escalation to National Headquarters via the Business Expertise Request Tool External link . Business Expertise Request Tool"
KMT bodies EN,dita_body:8ec57dc7cc35a58b4af7,en/KA-01784_EN/ka-01784_summary.dita,conbody,yes,yes,This procedure provides you with the steps to follow when processing a CPP SVR pension application.
KMT bodies EN,dita_body:2462dac91b9cb62d4e90,en/KA-01793_EN/ka-01793_10-year_payment_advice_notice.dita,conbody,yes,yes,"CPP Every April, Public Services and Procurement Canada automatically identifies payments where the Payment Information Status indicates Outstanding in SPS for more than 10 years after their date of issue. CPP benefit payments that have reached the 10-year threshold are automatically cancelled by the system and Payment Advice Notices (PAN) are created with the return reason CNCL-OUTSD . All actions must be taken within the same year as the cancellation to avoid out-of-balance situations (e.g. cr"
KMT bodies EN,dita_body:3c4c9bfeeb35c48ab981,en/KA-04423_EN/ka-04423_forms.dita,refbody,yes,yes,ISP0507—File / Document Transfer [[ARTICLE-KA-03207]] (Snippet 19.0 content). Do not modify or delete. You can access the forms listed above in the ESDC/SC - Service Canada Forms List Internal link (access is required). Search the forms catalogue using the 4 digits. ESDC/SC - Service Canada Forms List
KMT bodies EN,dita_body:a088bea99ea4d97b42cc,en/KA-04453_EN/ka-04453_policy.dita,conbody,yes,yes,"The OAS Act allows the Minister to waive the requirement for an OAS pension and an initial GIS application if the ALW or ALWS benefit ceases to be payable when the beneficiary reaches the age of 65. For the purpose of the OAS Act, ""payable"" means the beneficiary is ""eligible to receive a benefit"" as opposed to being ""entitled to (in receipt of) a benefit"". When an ALW or ALWS beneficiary who has a lifetime renewal designation reaches age 65, using the information on file, it is possible to deter"
KMT bodies EN,dita_body:fe3526274fb2dfd579bf,en/KA-01777_EN/ka-01777_letters.dita,refbody,yes,yes,"ISP-3240D— ALW -IA, Canadian resident Award Letter ISP-3252—OAS, GIS, ALW , ALWS - Future Award ISS-0101—GIS - ALW - ALWS , Application from outside Canada received too late ISS-0105—OAS - GIS - ALW - ALWS , Requested information or documents not provided ISS-0107—GIS - ALW - ALWS , Estimated income too highISS-0112—OAS, OAS-GIS, ALW , ALWS -Canadian resident, no legal status in Canada ISS-0119—OAS, OAS-GIS, ALW , ALWS –Passed away before the effective date, 3rd party ISS-0123— ALW -Separated, d"
KMT bodies EN,dita_body:c825c44aad9e50316669,en/KA-01245_EN/ka-01245_references.dita,refbody,yes,yes,There is no reference material. (KA-01423 Snippet 14.0 content. Do not modify or delete.)
KMT bodies EN,dita_body:99633b9f5e42242b54ef,en/KA-04445_EN/ka-04445_whats_new.dita,conbody,yes,yes,"Since January 2019, CPP is being gradually enhanced. The CPP enhancement only affects people who work and make contributions after December 2018. As a result, Canadians who make additional contributions to an enhanced CPP will receive higher CPP benefits. For more information, CPP Enhancement (Knowledge) As of November 23, 2019, systems updates have been made to accommodate the CPP enhancement. QPP is also being enhanced in a similar way, allowing for an alignment of enhanced benefits."
KMT bodies EN,dita_body:5218e9ea3068017433b9,en/KA-04144_EN/ka-04144_what_happens_if_there_are_no_average_ea_70ab4b16.dita,conbody,yes,yes,"The Child Rearing Drop-In is based on the first and second additional pensionable earnings. It is possible for a client to receive a drop-in with a $0 value. This can occur when a client is a valid contributor but has no earnings in the period used to calculate the average earnings for the drop-in. If there are less than 5 years in the first or second contributory periods, the average is determined by the actual number of available months in the contributory period, down to a lower limit of 36 m"
KMT bodies EN,dita_body:d7b414062ea7708bc761,en/KA-03498_EN/ka-03498_legislative_requirements_to_approve_a_n_a7ecc557.dita,conbody,no,no,"Eligibility Requirements To approve a GIS application, all of the following eligibility requirements must be met: An application must be made, waived or deemed and it must include: a statement of income for the applicant received as part of the application or through the CRA income feed by one-way or two-way transmission; confirmation of the applicant's marital status. If the applicant has a spouse or common-law partner, we require their name and address. It must also be indicated if the spouse "
KMT bodies EN,dita_body:1c7d00ec4bdc80d80192,en/KA-04683_EN/ka-04683_msca_updated.dita,conbody,no,no,"As an additional security measure to protect account holders from having their accounts further compromised, impacted MSCA accounts were deactivated and their Personal Access Codes and/or EI Access Codes were disabled. Affected GCOS and ROE Web accounts were also deactivated. A letter has been sent to every affected client with information on how to quickly regain access to their account to continue receiving their benefits (e.g. Canada Emergency Response Benefit, Employment Insurance and CPP/OA"
KMT bodies EN,dita_body:2825e5acae74a1edf899,en/KA-01482_EN/ka-01482_partial_remissions.dita,conbody,no,no,"All approved partial remissions must be added via the CFOB F&A Portal External link . The Chief Financial Officer Branch will then transmit the information to the Public Sector Collections and Disbursements (PSCD) system which will automatically update the receivable in CPMS and the liability in Cúram. CFOB F&A Portal A remission record will automatically be created in Cúram. In exceptional cases when the PSCD system interface is unable to transmit or receive data, a task will be generated for O"
KMT bodies EN,dita_body:75d0934c51bd27255721,en/KA-05297_EN/ka-05297_whats_new.dita,conbody,no,yes,"When a DSB converts to a RTR pension at age 65, the date of onset should be updated in box 13 of the CPMS tax slip for that transitional year. In 2023, a CPMS bug was discovered. The retirement pension effective date was updated in box 13 of the tax slip, rather than the date of onset. This bug affects the 2021 and 2022 tax slips specifically. This bug has since been fixed and will not affect the 2023 tax slips. Corrections are required to the 2021 and 2022 tax slips. A system scan identified th"
KMT bodies EN,dita_body:b9001e120c29b1f716c6,en/KA-05483_EN/ka-05483_manually_authorize_an_alw__alws_application.dita,taskbody,yes,yes,"In Cúram, access the person's profile. Refer to Search for a Person in Cúram (Action) . Search for a Person in Cúram (Action) Click the Cases and Applications tab. Click Applications on the page group navigation bar on the left. The list of client's applications will display. Click the applicable hyperlink of the application under the Reference column. Click the Benefits tab. Click the Authorize hyperlink at the end of the ALW / ALWS line. The Authorize Benefit window opens. Click Close . Cúram "
KMT bodies EN,dita_body:a5a2f96f6092f4cebd87,en/KA-05220_EN/ka-05220_background.dita,conbody,yes,yes,CPP and OAS allow for a one-time reimbursement of social assistance benefits to a provincial agency. CPP also allows for a one-time reimbursement of CPPD benefits to a private insurer or to the administrator of a provincial workers' injury and occupational diseases compensation program (also referred to as a provincial workers' compensation program agency). These reimbursements are authorized if there is a signed agreement between the Department and the organization along with the client's conse
KMT bodies EN,dita_body:5a6460627ab3d9d798a4,en/KA-04600_EN/ka-04600_summary.dita,conbody,no,no,Provides you with information regarding the changes to the processing of incoming payments received from debtors.
KMT bodies EN,dita_body:ebeac9b036586c86f691,en/KA-04649_EN/ka-04649_development_of_a_cppd_application_witho_b4ab802f.dita,conbody,no,no,"When developing for information, send a copy of a scanned Consent for Service Canada to Obtain Personal Information (ISP2502) form as it does not need to be a copy of the original."
