dataset,node_id,cluster_id,is_in_duplicate_cluster,cluster_size,body_type,node_type,article_path,article_title,document_type,language,word_count,content_hash,text
KMT all_notes EN,dita_document:34d292c373c7c13e1802,,no,,conbody,dita_document,KA-01072_note_0015.dita,Note,dita_common_node,,24,8effeb0c34b03c62e8776ec16e1c7cf7104ac2fd,"Note Note: In cases where only the annulment or divorce date was provided, you must confirm if there is an earlier date of separation."
KMT all_notes EN,dita_document:0e3685a4d29e6c7ef424,,no,,conbody,dita_document,KA-01072_note_0016.dita,Note,dita_common_node,,112,ee1ba74ee8d1ab0bc01acdb23349d89e47143ce6,"Note Note: If Pension Sharing (PNSH) is terminated retroactively, you must action the in accordance with the policy. Overpayments—Key Principles (Policy) Single PNSH —When there is both an underpayment and an overpayment on the same account, the receivable is applied to the payable and the balance must be recovered. Recovery from an Underpayment (Scenario) Double Pension PNSH —When there is an underpayment on one account and an overpayment on another account, each must be dealt with separately. Refer to Recovery from an Underpayment (Scenario) and to Recovery from an Underpayment (Scenario) Payables (Underpayments) in CPMS (Scenario) Overpayments—Key Principles (Policy) Recovery from an Underpayment (Scenario) Recovery from an Underpayment (Scenario) Payables (Underpayments) in CPMS (Scenario)"
KMT all_notes EN,dita_document:edda40cad6911e406bb2,all_notes_en_cluster_00373,yes,3,conbody,dita_document,KA-01075_note_0001.dita,Note,dita_common_node,,84,97260862fb5bddf78c9f4d38a4fdef814654e250,"Note Note: This situation only applies if both spouses are in pay for a CPP pension or benefit at the time of the credit splitting or if they both become beneficiaries of a CPP pension or benefit within 60 days of the credit splitting. To accurately determine if the credit splitting is detrimental to both spouses, there must be 2 benefits in pay. Estimate calculations cannot be done to determine if the credit splitting will be detrimental to both spouses at a future date."
KMT all_notes EN,dita_document:c13bb919425acfb00e04,,no,,conbody,dita_document,KA-01075_note_0002.dita,Note,dita_common_node,,24,27246b8596cef279e656cb9f78c59f0a4090c81e,"Note Note: Benefits in pay using Program Exception Process (PEP) or Super PEP must be manually recalculated and data captured after withdrawal, if applicable."
KMT all_notes EN,dita_document:e12aa0eba87db0c117b6,,no,,conbody,dita_document,KA-01075_note_0003.dita,Note,dita_common_node,,51,85ffd4c008b544ac1a1393557046c2163f02bb7d,"Note Note: When a DOD is entered on a client's account in error, it must be corrected as soon as it is discovered. You must remove the DOD from the client's account and notify the Social Insurance Registry (SIR) and other program areas (e.g. CPP, OAS and International Operations) immediately."
KMT all_notes EN,dita_document:c0ee1d2f55da4bc93ded,,no,,conbody,dita_document,KA-01075_note_0004.dita,Note,dita_common_node,,54,35e5ca96a6fdc3a9cad4e7d7553b623bc272828c,"Note Note: As of January 1, 2025, if a legal separated spouse had their SVR pension terminated due to the approval of a credit split with the same deceased legal separated spouse, the SVR pension must be reinstated after the credit split is withdrawn. Cancel or Terminate Benefits (Scenario) Cancel or Terminate Benefits (Scenario)"
KMT all_notes EN,dita_document:08e0cd1db10611206100,,no,,conbody,dita_document,KA-01075_note_0005.dita,Note,dita_common_node,,59,10dd09b43f0b6b941ce9e7a0e6c0aaa00201d832,"Note Note: The written request to withdraw an application must be received before the first payment is issued. For the credit split provision, the request for withdrawal must be received from the separated legal spouse or former common-law partner applicant within 60 days after the date they received their Notice of Canada Pension Plan Credit Split Approval (ISP-1900C) form."
KMT all_notes EN,dita_document:65f0ad3eb2aa8af96bfc,,no,,conbody,dita_document,KA-01075_note_0006.dita,Note,dita_common_node,,18,abea708881e6f0f7e528644537a4bc43a51ea9c1,Note Note: The written request to withdraw an application must be received before the first payment is issued.
KMT all_notes EN,dita_document:eed62a35d82dbceb3e9c,all_notes_en_cluster_00187,yes,3,conbody,dita_document,KA-01075_note_0007.dita,Note,dita_common_node,,11,70dd4f8252c827deefaff42ab6ec5d67aceebcf5,Note Note: Ensure you update the notes on all affected accounts.
KMT all_notes EN,dita_document:666b55f9b6c2eedc1a08,all_notes_en_cluster_00145,yes,7,conbody,dita_document,KA-01075_note_0008.dita,Note,dita_common_node,,49,f900fde947a80456654f0f5fbabcbe20bbdb5f06,"Note OAS and OAS International Operations Alert: [Cúram information to be added at a later date.] To withdraw an application, refer to Old Age Security Pension (OAS Operational Procedures) (PDF, 1.8 MB) Download link Old Age Security Pension (OAS Operational Procedures) Old Age Security Pension (OAS Operational Procedures)"
KMT all_notes EN,dita_document:5094d3132ffb9a8589fc,all_notes_en_cluster_00468,yes,2,conbody,dita_document,KA-01080_note_0001.dita,Note,dita_common_node,,28,a0d78073de8bd96805f1799ca66f95f20c930235,Note Note: The option to modify address and direct deposit information in MSCA is disabled indefinitely for CPP clients. It is unknown if this service will be reinstated.
KMT all_notes EN,dita_document:01f5bb0cf3b62677a0a7,all_notes_en_cluster_00019,yes,5,conbody,dita_document,KA-01080_note_0002.dita,Note,dita_common_node,,80,3c57ec563f78b52337faa53d88d7a8b63fd3c4c5,"Note Note: The SIN is not required if you can identify the client by their name and date of birth. For more information refer to Find a Client in ITRDS (Action) . If the client cannot be identified, return the request to the client and ask them to provide their SIN. Find a Client in ITRDS (Action) Request Documentation or Information by Phone or Mail (Action) Find a Client in ITRDS (Action) Request Documentation or Information by Phone or Mail (Action)"
KMT all_notes EN,dita_document:e8692d89bb7e07c22703,all_notes_en_cluster_00513,yes,2,conbody,dita_document,KA-01080_note_0003.dita,Note,dita_common_node,,89,8559d432685742e6d8a463f78e77cdab45a6e887,"Note Note: There are religious organizations approved to receive client payments directly into the organization's bank account. We continue to approve these requests for existing and new clients. If you receive a request from a client or their representative and you do not know if the organization is approved to receive client payments, submit an enquiry to your regional Business Expertise team via the National Business Expertise Tool (NEXO) Internal link . Your enquiry will be escalated to Business Operations, if applicable. National Business Expertise Tool National Business Expertise Tool"
KMT all_notes EN,dita_document:54aa203efca8983169bb,,no,,conbody,dita_document,KA-01080_note_0004.dita,Note,dita_common_node,,24,cd9461e676da7372fd829206e0aa0b5f99dbb3de,"Note Note: Effective March 10, 2025, you can enter three unique addresses for the client in ITRDS (i.e. Home , Mailing and Direct Deposit )."
KMT all_notes EN,dita_document:260209ce1e6ab06f36d2,,no,,conbody,dita_document,KA-01080_note_0005.dita,Note,dita_common_node,,54,da7b875a68871728d01c4ea4ae7f76899f1c57f0,"Note Note: Effective June 1, 2024, applicants will be able to add the account holder name(s) to the Direct Deposit for online CPPD benefits, RTR pension and SVR pension applications if the direct deposit information does not exist in ITRDS . For more information, My Service Canada Account (Knowledge) My Service Canada Account (Knowledge)"
KMT all_notes EN,dita_document:5f1bb35f2a5a2f9f6061,all_notes_en_cluster_00019,yes,5,conbody,dita_document,KA-01080_note_0006.dita,Note,dita_common_node,,56,d7089f82395927d5e62a38389681bea17ae97973,"Note Note: The SIN is not required if you can identify the client by their name and date of birth. For more information, refer to Find a Client in ITRDS (Action) . If the client cannot be identified, contact the client to request their SIN. Find a Client in ITRDS (Action) Find a Client in ITRDS (Action)"
KMT all_notes EN,dita_document:63d36fdc84e07f6e5223,all_notes_en_cluster_00226,yes,6,conbody,dita_document,KA-01080_note_0007.dita,Note,dita_common_node,,26,14bc255fc6ea2581bef1e639b294a1bc2c638f62,"Note Note: SPS does not allow the same user to intercept and redirect a payment. Therefore, if you intercept the payment, another agent must redirect it."
KMT all_notes EN,dita_document:127b480d95517ac8136d,all_notes_en_cluster_00151,yes,2,conbody,dita_document,KA-01080_note_0008.dita,Note,dita_common_node,,85,18459b307bc92790fab697ba0326f1e5d9e97ef0,"Note Note: If the client completed an application for CPPD benefits, RTR pension and/or a SVR pension via their My Service Canada Account (MSCA), the account holder information may be displayed. If a CPP client goes directly to the MSCA View and Update Personal Information (VUPI) function to add a direct deposit information, the account holder name(s) may be displayed. You do not need to contact the client to obtain the account holder information if it is not provided from the online application."
KMT all_notes EN,dita_document:be3280fc1d926b8c01a0,all_notes_en_cluster_00019,yes,5,conbody,dita_document,KA-01080_note_0009.dita,Note,dita_common_node,,56,ecbdad125d961e4ee63e2da6a33bfe9a53726e00,"Note Note: The SIN is not required if you can identify the client by their name and date of birth. For more information, refer to Find a Client in ITRDS (Action) . If the client cannot be identified, contact the client to request the information. Find a Client in ITRDS (Action) Find a Client in ITRDS (Action)"
KMT all_notes EN,dita_document:1d69598a7a0b6c80e9f5,all_notes_en_cluster_00226,yes,6,conbody,dita_document,KA-01080_note_0010.dita,Note,dita_common_node,,26,14bc255fc6ea2581bef1e639b294a1bc2c638f62,"Note Note: SPS does not allow the same user to intercept and redirect a payment. Therefore, if you intercept the payment, another agent must redirect it."
KMT all_notes EN,dita_document:d70363831cefb7211c41,all_notes_en_cluster_00753,yes,2,conbody,dita_document,KA-01080_note_0011.dita,Note,dita_common_node,,75,94c1f4b4ca6f6a8d091a3d8b8febe5ffd1458ee5,"Note Note: If a client requests to change their payment destination address or banking information over the phone, you must ask for one of the following pieces of information after completing the security check: the client's current bank account, transit or institution number (select two pieces of information); or if the client does not have direct deposit, ask for a previous address appearing in their ITRDS Address History screen (the postal code is not required)."
KMT all_notes EN,dita_document:e4d15e2bbeb93a1f2b2d,all_notes_en_cluster_00226,yes,6,conbody,dita_document,KA-01080_note_0012.dita,Note,dita_common_node,,26,14bc255fc6ea2581bef1e639b294a1bc2c638f62,"Note Note: SPS does not allow the same user to intercept and redirect a payment. Therefore, if you intercept the payment, another agent must redirect it."
KMT all_notes EN,dita_document:5af3ee2286fb7a316bd3,all_notes_en_cluster_00511,yes,2,conbody,dita_document,KA-01080_note_0013.dita,Note,dita_common_node,,19,506371b2ddd352d6a3a7266dc887afc9045c39bd,Note Note: You must also indicate the name of the authorized person who has requested the direct deposit change.
KMT all_notes EN,dita_document:f07dccd247c85cc930cc,,no,,conbody,dita_document,KA-01080_note_0014.dita,Note,dita_common_node,,71,e9d1631570346cc3842b02ec3c0300106cb3ec0c,"Note OAS and OAS International Operations Alert: This procedure has not been updated to include Cúram system guidance. Continue to use the guidance to process an update to an address or banking information, but refer to the Cúram Evidence (Work Tool) and the System Actions—Cúram landing page to find the applicable Cúram system guidance to support the operational procedure. Cúram Evidence (Work Tool) System Actions—Cúram Cúram Evidence (Work Tool) System Actions—Cúram"
KMT all_notes EN,dita_document:01b3072833abf83ef8e2,all_notes_en_cluster_00019,yes,5,conbody,dita_document,KA-01080_note_0015.dita,Note,dita_common_node,,56,d7089f82395927d5e62a38389681bea17ae97973,"Note Note: The SIN is not required if you can identify the client by their name and date of birth. For more information, refer to Find a Client in ITRDS (Action) . If the client cannot be identified, contact the client to request their SIN. Find a Client in ITRDS (Action) Find a Client in ITRDS (Action)"
KMT all_notes EN,dita_document:4af1eb7c1f152e2dfaa0,all_notes_en_cluster_00226,yes,6,conbody,dita_document,KA-01080_note_0016.dita,Note,dita_common_node,,27,123de506c920965850f5585de2e8d6120531c1c8,"Note Note: SPS does not allow the same user to intercept and redirect a payment. Therefore, if you intercept the payment, another processing staff must redirect it."
KMT all_notes EN,dita_document:ac9d95c96d7981a4291c,,no,,conbody,dita_document,KA-01080_note_0017.dita,Note,dita_common_node,,32,6f291dca131588928baedc83b9266d948e538205,"Note Note: If the client's temporary address is in a country where a non-resident tax is applied, you may have to modify the rate to zero. Non-Resident Tax (Scenario) Non-Resident Tax (Scenario)"
